weatheid,temp,humidity,winddirecttion,windspeed,waterspeed,waterdirecttion,watertemp,gathertime,Latitude,Longitude
2666,17,14,35,26,29,35,3.2,20231028 09:10;11,37.17000499999997,128.15000500000036
2667,17,14,35,26,29,35,3.2,20231028 09:10;11,37.17000499999997,128.16000500000035
2668,17,14,35,26,29,35,3.2,20231028 09:10;11,37.17000499999997,128.17000500000034
2669,17,14,35,26,29,35,3.2,20231028 09:10;11,37.17000499999997,128.18000500000034
2670,17,14,35,26,29,35,3.2,20231028 09:10;11,37.17000499999997,128.19000500000033
2671,17,14,35,26,29,35,3.2,20231028 09:10;11,37.17000499999997,128.20000500000032
2672,17,14,35,26,29,35,3.2,20231028 09:10;11,37.17000499999997,128.2100050000003
2673,17,14,35,26,29,35,3.2,20231028 09:10;11,37.17000499999997,128.2200050000003
2674,17,14,35,26,29,35,3.2,20231028 09:10;11,37.17000499999997,128.2300050000003
2675,17,14,35,26,29,35,3.2,20231028 09:10;11,37.17000499999997,128.24000500000028
2676,17,14,35,26,29,35,3.2,20231028 09:10;11,37.17000499999997,128.25000500000027
2677,17,14,35,26,29,35,3.2,20231028 09:10;11,37.17000499999997,128.26000500000026
2678,17,14,35,26,29,35,3.2,20231028 09:10;11,37.17000499999997,128.27000500000025
2679,17,14,35,26,29,35,3.2,20231028 09:10;11,37.17000499999997,128.28000500000024
2680,17,14,35,26,29,35,3.2,20231028 09:10;11,37.17000499999997,128.29000500000024
2681,17,14,35,26,29,35,3.2,20231028 09:10;11,37.17000499999997,128.30000500000023
2682,17,14,35,26,29,35,3.2,20231028 09:10;11,37.17000499999997,128.31000500000022
2683,17,14,35,26,29,35,3.2,20231028 09:10;11,37.17000499999997,128.3200050000002
2684,17,14,35,26,29,35,3.2,20231028 09:10;11,37.17000499999997,128.3300050000002
2685,17,14,35,26,29,35,3.2,20231028 09:10;11,37.17000499999997,128.3400050000002
2686,17,14,35,26,29,35,3.2,20231028 09:10;11,37.17000499999997,128.35000500000018
2687,17,14,35,26,29,35,3.2,20231028 09:10;11,37.17000499999997,128.36000500000017
2688,17,14,35,26,29,35,3.2,20231028 09:10;11,37.17000499999997,128.37000500000016
2689,17,14,35,26,29,35,3.2,20231028 09:10;11,37.17000499999997,128.38000500000015
2690,17,14,35,26,29,35,3.2,20231028 09:10;11,37.17000499999997,128.39000500000014
2691,17,14,35,26,29,35,3.2,20231028 09:10;11,37.17000499999997,128.40000500000014
2692,17,14,35,26,29,35,3.2,20231028 09:10;11,37.17000499999997,128.41000500000013
2693,17,14,35,26,29,35,3.2,20231028 09:10;11,37.17000499999997,128.42000500000012
2694,17,14,35,26,29,35,3.2,20231028 09:10;11,37.17000499999997,128.4300050000001
2695,17,14,35,26,29,35,3.2,20231028 09:10;11,37.17000499999997,128.4400050000001
2696,17,14,35,26,29,35,3.2,20231028 09:10;11,37.17000499999997,128.4500050000001
2697,17,14,35,26,29,35,3.2,20231028 09:10;11,37.17000499999997,128.46000500000008
2698,17,14,35,26,29,35,3.2,20231028 09:10;11,37.17000499999997,128.47000500000007
2699,17,14,35,26,29,35,3.2,20231028 09:10;11,37.17000499999997,128.48000500000006
2700,17,14,35,26,29,35,3.2,20231028 09:10;11,37.17000499999997,128.49000500000005
2701,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.000005
2702,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.010005
2703,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.02000500000001
2704,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.03000500000002
2705,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.04000500000002
2706,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.05000500000003
2707,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.06000500000003
2708,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.07000500000004
2709,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.08000500000004
2710,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.09000500000005
2711,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.10000500000005
2712,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.11000500000006
2713,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.12000500000006
2714,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.13000500000007
2715,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.14000500000007
2716,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.15000500000008
2727,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.16000500000008
2718,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.17000500000009
2719,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.1800050000001
2720,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.1900050000001
2721,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.2000050000001
2722,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.21000500000011
2723,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.22000500000011
2724,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.23000500000012
2725,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.24000500000012
2726,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.25000500000013
2727,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.26000500000013
2728,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.27000500000014
2729,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.28000500000014
2730,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.29000500000015
2731,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.30000500000016
2732,27,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.31000500000016
2733,27,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.32000500000017
2734,27,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.33000500000017
2735,27,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.34000500000018
2736,27,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.35000500000018
2737,27,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.36000500000019
2738,27,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.37000500000019
2739,27,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.3800050000002
2740,27,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.3900050000002
2741,27,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.4000050000002
2742,27,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.41000500000021
2743,27,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.42000500000022
2744,27,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.43000500000022
2745,27,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.44000500000023
2746,27,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.45000500000023
2747,27,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.46000500000024
2748,27,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.47000500000024
2749,27,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.48000500000025
2750,27,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.49000500000025
2751,27,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.50000500000026
2752,27,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.51000500000026
2753,27,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.52000500000027
2754,27,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.53000500000027
2755,27,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.54000500000028
2756,27,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.55000500000028
2757,27,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.56000500000029
2758,27,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.5700050000003
2759,27,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.5800050000003
2760,27,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.5900050000003
2761,27,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.60000500000031
2762,27,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.61000500000031
2763,27,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.62000500000032
2764,27,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.63000500000032
2765,27,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.64000500000033
2766,27,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.65000500000033
2767,27,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.66000500000034
2768,27,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.67000500000034
2769,27,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.68000500000035
2770,27,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.69000500000035
2771,27,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.70000500000036
2772,27,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.71000500000036
2773,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.72000500000037
2774,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.73000500000038
2775,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.74000500000038
2776,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.75000500000039
2777,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.76000500000039
2778,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.7700050000004
2779,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.7800050000004
2780,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.7900050000004
2781,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.80000500000041
2782,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.81000500000042
2783,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.82000500000042
2784,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.83000500000043
2785,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.84000500000043
2786,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.85000500000044
2787,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.86000500000044
2788,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.87000500000045
2789,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.88000500000045
2790,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.89000500000046
2791,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.90000500000046
2792,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.91000500000047
2793,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.92000500000047
2794,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.93000500000048
2795,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.94000500000048
2796,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.95000500000049
2797,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.96000500000049
2798,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.9700050000005
2799,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.9800050000005
2800,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,127.99000500000051
2801,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.0000050000005
2802,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.0100050000005
2803,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.02000500000048
2804,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.03000500000047
2805,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.04000500000046
2806,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.05000500000045
2807,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.06000500000044
2808,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.07000500000044
2809,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.08000500000043
2810,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.09000500000042
2811,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.1000050000004
2812,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.1100050000004
2813,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.1200050000004
2814,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.13000500000038
2815,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.14000500000037
2816,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.15000500000036
2827,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.16000500000035
2818,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.17000500000034
2819,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.18000500000034
2820,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.19000500000033
2821,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.20000500000032
2822,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.2100050000003
2823,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.2200050000003
2824,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.2300050000003
2825,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.24000500000028
2826,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.25000500000027
2827,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.26000500000026
2828,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.27000500000025
2829,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.28000500000024
2830,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.29000500000024
2831,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.30000500000023
2832,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.31000500000022
2833,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.3200050000002
2834,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.3300050000002
2835,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.3400050000002
2836,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.35000500000018
2837,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.36000500000017
2838,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.37000500000016
2839,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.38000500000015
2840,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.39000500000014
2841,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.40000500000014
2842,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.41000500000013
2843,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.42000500000012
2844,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.4300050000001
2845,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.4400050000001
2846,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.4500050000001
2847,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.46000500000008
2848,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.47000500000007
2849,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.48000500000006
2850,17,14,35,26,29,35,3.2,20231028 09:10;11,37.180004999999966,128.49000500000005
2851,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.000005
2852,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.010005
2853,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.02000500000001
2854,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.03000500000002
2855,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.04000500000002
2856,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.05000500000003
2857,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.06000500000003
2858,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.07000500000004
2859,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.08000500000004
2860,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.09000500000005
2861,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.10000500000005
2862,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.11000500000006
2863,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.12000500000006
2864,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.13000500000007
2865,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.14000500000007
2866,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.15000500000008
2867,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.16000500000008
2868,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.17000500000009
2869,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.1800050000001
2870,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.1900050000001
2871,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.2000050000001
2872,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.21000500000011
2873,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.22000500000011
2874,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.23000500000012
2875,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.24000500000012
2876,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.25000500000013
2877,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.26000500000013
2878,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.27000500000014
2879,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.28000500000014
2880,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.29000500000015
2881,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.30000500000016
2882,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.31000500000016
2883,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.32000500000017
2884,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.33000500000017
2885,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.34000500000018
2886,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.35000500000018
2887,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.36000500000019
2888,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.37000500000019
2889,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.3800050000002
2890,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.3900050000002
2891,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.4000050000002
2892,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.41000500000021
2893,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.42000500000022
2894,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.43000500000022
2895,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.44000500000023
2896,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.45000500000023
2897,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.46000500000024
2898,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.47000500000024
2899,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.48000500000025
2900,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.49000500000025
2901,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.50000500000026
2902,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.51000500000026
2903,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.52000500000027
2904,37,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.53000500000027
2905,37,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.54000500000028
2906,37,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.55000500000028
2907,37,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.56000500000029
2908,37,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.5700050000003
2909,37,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.5800050000003
2910,37,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.5900050000003
2911,37,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.60000500000031
2912,37,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.61000500000031
2913,37,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.62000500000032
2914,37,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.63000500000032
2915,37,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.64000500000033
2916,37,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.65000500000033
2927,37,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.66000500000034
2918,37,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.67000500000034
2919,37,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.68000500000035
2920,37,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.69000500000035
2921,37,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.70000500000036
2922,37,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.71000500000036
2923,37,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.72000500000037
2924,37,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.73000500000038
2925,37,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.74000500000038
2926,37,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.75000500000039
2927,37,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.76000500000039
2928,37,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.7700050000004
2929,37,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.7800050000004
2930,37,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.7900050000004
2931,37,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.80000500000041
2932,37,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.81000500000042
2933,37,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.82000500000042
2934,37,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.83000500000043
2935,37,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.84000500000043
2936,37,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.85000500000044
2937,37,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.86000500000044
2938,37,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.87000500000045
2939,37,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.88000500000045
2940,37,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.89000500000046
2941,37,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.90000500000046
2942,37,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.91000500000047
2943,37,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.92000500000047
2944,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.93000500000048
2945,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.94000500000048
2946,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.95000500000049
2947,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.96000500000049
2948,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.9700050000005
2949,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.9800050000005
2950,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,127.99000500000051
2951,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,128.0000050000005
2952,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,128.0100050000005
2953,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,128.02000500000048
2954,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,128.03000500000047
2955,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,128.04000500000046
2956,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,128.05000500000045
2957,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,128.06000500000044
2958,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,128.07000500000044
2959,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,128.08000500000043
2960,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,128.09000500000042
2961,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,128.1000050000004
2962,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,128.1100050000004
2963,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,128.1200050000004
2964,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,128.13000500000038
2965,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,128.14000500000037
2966,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,128.15000500000036
2967,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,128.16000500000035
2968,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,128.17000500000034
2969,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,128.18000500000034
2970,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,128.19000500000033
2971,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,128.20000500000032
2972,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,128.2100050000003
2973,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,128.2200050000003
2974,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,128.2300050000003
2975,17,14,35,26,29,35,3.2,20231028 09:10;11,37.190004999999964,128.24000500000028
